Date,Product,Category,Quantity,Unit_Price,Store,Total_Sales
2025-05-11 05:25:46,Café,Alimentation,9,2.06,Magasin Sousse,18.54
2025-06-27 12:22:58,Yaourt,Boissons,15,10.75,Magasin Tunis,161.25
2025-05-13 13:24:02,Yaourt,Alimentation,14,17.12,Magasin Sfax,239.68
2025-03-12 21:49:42,Lait,Snacks,11,5.63,Magasin Tunis,61.93
2025-11-10 02:05:15,Lait,Snacks,1,7.76,Magasin Sousse,7.76
2025-10-05 10:22:50,Lait,Alimentation,2,2.34,Magasin Sousse,4.68
2025-02-09 00:45:55,Café,Snacks,6,7.49,Magasin Sousse,44.94
2025-01-07 17:11:10,Thé,Snacks,1,8.74,Magasin Tunis,8.74
2025-08-26 18:39:54,Chocolat,Boissons,8,14.76,Magasin Sfax,118.08
2025-05-24 17:25:09,Jus,Boissons,9,17.16,Magasin Sousse,154.44
2025-11-22 04:36:09,Café,Alimentation,13,7.11,Magasin Sfax,92.43
2025-04-14 06:33:10,Café,Alimentation,3,17.56,Magasin Sfax,52.67999999999999
2025-11-28 09:58:21,Lait,Alimentation,1,7.58,Magasin Sousse,7.58
2025-06-03 03:20:01,Thé,Alimentation,6,14.21,Magasin Sousse,85.26
2025-05-29 23:33:28,Café,Snacks,12,4.49,Magasin Tunis,53.88
2025-01-08 06:15:19,Café,Boissons,19,2.45,Magasin Tunis,46.550000000000004
2025-10-16 04:27:34,Café,Alimentation,14,5.2,Magasin Sousse,72.8
2025-08-22 18:07:22,Lait,Boissons,10,5.83,Magasin Tunis,58.3
2025-07-27 06:36:00,Thé,Snacks,2,3.6,Magasin Tunis,7.2
2025-04-08 11:41:32,Céréales,Boissons,7,18.12,Magasin Sousse,126.84
2025-08-31 15:41:20,Yaourt,Snacks,14,8.4,Magasin Sousse,117.60000000000001
2025-12-29 16:01:59,Café,Snacks,14,14.81,Magasin Sousse,207.34
2025-07-20 14:27:45,Lait,Boissons,14,17.72,Magasin Tunis,248.07999999999998
2025-07-21 01:49:40,Céréales,Boissons,6,16.12,Magasin Sfax,96.72
2025-03-02 07:25:20,Thé,Alimentation,17,14.48,Magasin Sousse,246.16
2025-12-07 11:17:33,Thé,Snacks,9,17.09,Magasin Sfax,153.81
2025-09-21 18:19:04,Yaourt,Alimentation,5,2.37,Magasin Tunis,11.850000000000001
2025-01-28 19:54:00,Pain,Boissons,8,10.84,Magasin Tunis,86.72
2025-09-04 17:58:04,Thé,Boissons,5,7.79,Magasin Sfax,38.95
2025-09-16 17:48:45,Fromage,Boissons,1,7.96,Magasin Sousse,7.96
2025-11-27 22:37:37,Biscuits,Alimentation,4,1.92,Magasin Sousse,7.68
2025-03-08 12:40:38,Céréales,Alimentation,4,16.19,Magasin Sfax,64.76
2025-10-28 09:56:37,Céréales,Alimentation,4,7.22,Magasin Sfax,28.88
2025-05-24 02:17:00,Biscuits,Boissons,8,2.45,Magasin Sfax,19.6
2025-08-30 07:50:56,Café,Snacks,6,18.49,Magasin Sousse,110.94
2025-06-01 00:31:12,Lait,Boissons,10,6.08,Magasin Tunis,60.8
2025-12-26 11:17:51,Thé,Alimentation,12,2.96,Magasin Sousse,35.519999999999996
2025-04-10 15:29:46,Café,Boissons,16,16.03,Magasin Sfax,256.48
2025-10-13 19:31:39,Yaourt,Boissons,12,3.91,Magasin Tunis,46.92
2025-07-09 19:15:09,Chocolat,Snacks,2,11.87,Magasin Sousse,23.74
2025-01-20 09:34:41,Céréales,Boissons,3,8.93,Magasin Sousse,26.79
2025-03-06 19:57:57,Céréales,Alimentation,10,9.87,Magasin Sousse,98.69999999999999
2025-08-06 01:27:02,Yaourt,Alimentation,12,15.27,Magasin Sousse,183.24
2025-05-02 02:12:14,Lait,Snacks,6,5.68,Magasin Sousse,34.08
2025-07-03 20:17:21,Céréales,Snacks,10,11.87,Magasin Tunis,118.69999999999999
2025-09-27 12:55:12,Yaourt,Boissons,2,1.26,Magasin Sousse,2.52
2025-11-20 16:26:27,Jus,Boissons,6,16.42,Magasin Sfax,98.52000000000001
2025-04-07 07:03:28,Yaourt,Boissons,4,2.22,Magasin Sfax,8.88
2025-12-24 17:13:59,Thé,Boissons,11,1.16,Magasin Tunis,12.76
2025-06-26 06:31:43,Chocolat,Snacks,19,17.36,Magasin Sousse,329.84
2025-05-31 16:11:47,Café,Alimentation,9,17.91,Magasin Tunis,161.19
2025-11-03 12:04:27,Lait,Alimentation,11,13.23,Magasin Sfax,145.53
2025-03-31 03:43:04,Biscuits,Boissons,4,5.48,Magasin Sfax,21.92
2025-07-27 08:49:45,Jus,Boissons,10,15.92,Magasin Sfax,159.2
2025-10-08 00:57:53,Lait,Boissons,18,8.37,Magasin Sfax,150.66
2025-09-21 01:42:44,Lait,Snacks,12,19.67,Magasin Sousse,236.04000000000002
2025-09-26 10:53:41,Lait,Boissons,17,10.16,Magasin Tunis,172.72
2025-03-10 21:55:24,Yaourt,Boissons,8,5.5,Magasin Tunis,44.0
2025-07-29 20:23:00,Jus,Snacks,7,15.47,Magasin Sfax,108.29
2025-04-08 19:31:41,Biscuits,Snacks,13,3.99,Magasin Sousse,51.870000000000005
2025-05-31 01:14:11,Biscuits,Snacks,1,17.62,Magasin Sfax,17.62
2025-06-17 21:52:31,Chocolat,Alimentation,17,18.42,Magasin Sousse,313.14000000000004
2025-08-27 02:21:57,Thé,Boissons,17,19.45,Magasin Sfax,330.65
2025-03-19 14:21:14,Céréales,Alimentation,8,19.36,Magasin Sousse,154.88
2025-09-14 18:27:01,Thé,Boissons,3,3.68,Magasin Sousse,11.040000000000001
2025-01-31 06:12:59,Fromage,Alimentation,5,5.4,Magasin Sousse,27.0
2025-05-16 09:42:43,Jus,Snacks,6,17.06,Magasin Sousse,102.35999999999999
2025-03-28 00:14:13,Céréales,Snacks,19,10.78,Magasin Tunis,204.82
2025-11-29 06:06:09,Céréales,Alimentation,10,16.43,Magasin Sfax,164.3
2025-03-03 01:59:31,Café,Snacks,3,7.21,Magasin Sousse,21.63
2025-07-10 15:42:00,Pain,Alimentation,15,13.4,Magasin Sousse,201.0
2025-05-21 23:39:53,Café,Snacks,4,15.59,Magasin Sfax,62.36
2025-03-09 00:04:09,Pain,Snacks,12,13.55,Magasin Tunis,162.60000000000002
2025-07-01 07:53:07,Yaourt,Boissons,17,9.29,Magasin Sousse,157.92999999999998
2025-11-27 13:01:57,Biscuits,Alimentation,9,14.01,Magasin Sfax,126.09
2025-11-05 14:10:57,Thé,Boissons,11,3.34,Magasin Sfax,36.739999999999995
2025-10-06 03:32:53,Jus,Boissons,6,17.26,Magasin Tunis,103.56
2025-02-06 01:21:14,Biscuits,Snacks,4,12.94,Magasin Sousse,51.76
2025-06-27 15:25:14,Fromage,Boissons,12,19.53,Magasin Sousse,234.36
2025-01-16 22:29:08,Fromage,Boissons,2,6.38,Magasin Sousse,12.76
2025-04-27 11:48:39,Céréales,Snacks,3,8.97,Magasin Sousse,26.910000000000004
2025-07-17 20:05:02,Céréales,Snacks,5,8.42,Magasin Sfax,42.1
2025-07-08 22:43:00,Café,Boissons,14,17.92,Magasin Sfax,250.88000000000002
2025-02-25 19:25:11,Yaourt,Alimentation,15,14.96,Magasin Sfax,224.4
2025-06-08 19:54:15,Biscuits,Boissons,9,15.55,Magasin Sousse,139.95000000000002
2025-02-10 08:58:37,Chocolat,Boissons,16,16.4,Magasin Sousse,262.4
2025-08-21 01:41:05,Biscuits,Alimentation,18,8.69,Magasin Sousse,156.42
2025-07-10 02:18:24,Lait,Snacks,18,5.56,Magasin Sfax,100.08
2025-05-06 23:39:18,Thé,Boissons,2,8.68,Magasin Sousse,17.36
2025-10-08 19:30:43,Jus,Snacks,4,10.54,Magasin Sfax,42.16
2025-06-07 02:38:10,Pain,Alimentation,15,6.73,Magasin Sousse,100.95
2025-10-13 11:39:38,Chocolat,Boissons,15,5.58,Magasin Sousse,83.7
2025-11-02 07:17:41,Yaourt,Alimentation,11,1.35,Magasin Sousse,14.850000000000001
2025-08-30 19:12:45,Thé,Boissons,11,11.85,Magasin Tunis,130.35
2025-09-30 03:15:51,Jus,Alimentation,4,3.7,Magasin Tunis,14.8
2025-03-21 09:12:46,Céréales,Boissons,11,2.15,Magasin Sfax,23.65
2025-06-20 01:32:07,Jus,Boissons,7,16.57,Magasin Tunis,115.99000000000001
2025-03-21 06:43:28,Chocolat,Alimentation,8,8.96,Magasin Sfax,71.68
2025-05-12 14:15:59,Thé,Snacks,6,17.53,Magasin Sfax,105.18
2025-01-01 07:17:57,Fromage,Boissons,3,5.64,Magasin Tunis,16.919999999999998
2025-06-29 14:20:16,Thé,Alimentation,1,6.79,Magasin Sfax,6.79
2025-11-10 09:48:29,Jus,Boissons,9,8.09,Magasin Tunis,72.81
2025-05-02 23:28:13,Pain,Snacks,9,19.06,Magasin Sfax,171.54
2025-02-28 19:46:58,Chocolat,Snacks,15,11.09,Magasin Sousse,166.35
2025-06-15 06:36:46,Lait,Snacks,16,8.26,Magasin Tunis,132.16
2025-06-27 20:17:23,Lait,Boissons,15,9.62,Magasin Sousse,144.29999999999998
2025-02-20 04:58:11,Yaourt,Alimentation,9,2.28,Magasin Sfax,20.52
2025-02-03 00:47:25,Biscuits,Boissons,13,16.79,Magasin Sfax,218.26999999999998
2025-10-21 11:24:10,Lait,Alimentation,12,10.42,Magasin Tunis,125.03999999999999
2025-12-06 18:55:32,Café,Alimentation,6,18.95,Magasin Tunis,113.69999999999999
2025-09-27 03:45:58,Jus,Boissons,8,1.03,Magasin Sousse,8.24
2025-09-30 09:10:20,Lait,Boissons,18,18.33,Magasin Tunis,329.93999999999994
2025-11-17 19:06:07,Jus,Snacks,19,16.3,Magasin Sousse,309.7
2025-02-05 13:51:32,Biscuits,Snacks,15,4.82,Magasin Sousse,72.30000000000001
2025-07-06 17:01:14,Fromage,Alimentation,14,16.62,Magasin Tunis,232.68
2025-06-11 17:51:30,Café,Alimentation,15,6.36,Magasin Tunis,95.4
2025-08-02 11:21:31,Lait,Snacks,1,18.18,Magasin Sfax,18.18
2025-07-18 10:37:51,Pain,Snacks,13,14.2,Magasin Sfax,184.6
2025-09-12 20:27:01,Jus,Alimentation,14,3.45,Magasin Sfax,48.300000000000004
2025-05-07 03:58:47,Yaourt,Snacks,19,11.68,Magasin Sfax,221.92
2025-04-05 04:35:56,Lait,Boissons,13,16.22,Magasin Sfax,210.85999999999999
2025-03-05 21:48:13,Jus,Boissons,19,2.33,Magasin Sfax,44.27
2025-11-28 20:30:51,Céréales,Alimentation,10,16.6,Magasin Tunis,166.0
2025-08-29 03:10:32,Café,Alimentation,14,6.97,Magasin Sousse,97.58
2025-01-14 22:20:19,Lait,Boissons,11,12.73,Magasin Sousse,140.03
2025-05-12 11:01:53,Biscuits,Boissons,14,17.59,Magasin Sfax,246.26
2025-11-06 17:30:46,Chocolat,Boissons,1,16.7,Magasin Sousse,16.7
2025-02-25 02:49:34,Fromage,Snacks,15,1.02,Magasin Tunis,15.3
2025-07-06 02:22:21,Céréales,Alimentation,8,13.93,Magasin Sousse,111.44
2025-08-14 11:39:39,Biscuits,Snacks,10,19.52,Magasin Tunis,195.2
2025-01-07 17:53:59,Pain,Boissons,19,12.2,Magasin Tunis,231.79999999999998
2025-06-14 22:49:46,Biscuits,Snacks,18,3.79,Magasin Tunis,68.22
2025-03-10 05:00:36,Pain,Alimentation,13,17.38,Magasin Tunis,225.94
2025-10-18 18:20:11,Café,Snacks,18,9.52,Magasin Sousse,171.35999999999999
2025-02-20 15:11:10,Lait,Alimentation,5,14.43,Magasin Sousse,72.15
2025-05-25 16:50:33,Pain,Alimentation,13,10.8,Magasin Sousse,140.4
2025-10-29 22:11:53,Jus,Snacks,4,12.18,Magasin Sousse,48.72
2025-09-15 22:45:42,Pain,Boissons,13,10.44,Magasin Sfax,135.72
2025-03-16 18:09:22,Biscuits,Snacks,15,13.26,Magasin Tunis,198.9
2025-02-09 08:24:40,Jus,Boissons,18,17.73,Magasin Sfax,319.14
2025-09-23 14:15:07,Biscuits,Snacks,2,8.63,Magasin Sousse,17.26
2025-05-15 17:21:22,Jus,Snacks,14,17.09,Magasin Tunis,239.26
2025-08-28 20:43:14,Jus,Alimentation,5,4.94,Magasin Tunis,24.700000000000003
2025-04-08 03:47:14,Chocolat,Boissons,9,15.99,Magasin Sfax,143.91
2025-01-29 07:13:36,Pain,Boissons,7,12.81,Magasin Sfax,89.67
2025-02-22 18:27:28,Yaourt,Snacks,13,1.03,Magasin Sousse,13.39
2025-11-07 13:04:15,Lait,Boissons,2,7.51,Magasin Sfax,15.02
2025-08-22 14:12:51,Yaourt,Snacks,17,10.24,Magasin Sfax,174.08
2025-02-04 10:17:22,Céréales,Snacks,4,3.52,Magasin Tunis,14.08
2025-05-06 16:52:54,Thé,Boissons,8,1.37,Magasin Tunis,10.96
2025-09-14 09:23:31,Fromage,Snacks,6,2.86,Magasin Sousse,17.16
2025-10-04 00:59:04,Chocolat,Snacks,14,5.07,Magasin Sousse,70.98
2025-10-10 00:47:32,Biscuits,Boissons,6,17.33,Magasin Tunis,103.97999999999999
2025-01-30 20:58:11,Céréales,Boissons,18,10.49,Magasin Sfax,188.82
2025-01-28 12:09:22,Céréales,Snacks,14,17.98,Magasin Sousse,251.72
2025-09-16 19:26:48,Jus,Boissons,16,11.96,Magasin Tunis,191.36
2025-11-12 11:04:36,Céréales,Snacks,10,11.94,Magasin Sfax,119.39999999999999
2025-03-19 10:58:40,Fromage,Boissons,3,2.65,Magasin Sousse,7.949999999999999
2025-11-04 09:39:44,Pain,Alimentation,12,8.65,Magasin Sfax,103.80000000000001
2025-05-19 09:53:36,Yaourt,Alimentation,16,19.31,Magasin Sousse,308.96
2025-04-12 20:40:48,Céréales,Snacks,8,8.73,Magasin Tunis,69.84
2025-08-10 18:18:07,Chocolat,Boissons,18,10.75,Magasin Tunis,193.5
2025-07-25 10:10:30,Lait,Alimentation,13,1.78,Magasin Sousse,23.14
2025-09-28 07:02:22,Yaourt,Alimentation,19,15.58,Magasin Sousse,296.02
2025-07-24 06:04:21,Biscuits,Snacks,4,11.5,Magasin Sousse,46.0
2025-01-23 04:59:57,Chocolat,Snacks,2,16.76,Magasin Sfax,33.52
2025-03-02 16:51:34,Jus,Snacks,14,2.69,Magasin Sfax,37.66
2025-10-09 15:09:35,Jus,Snacks,9,2.67,Magasin Sousse,24.03
2025-09-02 10:57:10,Lait,Snacks,7,18.36,Magasin Sousse,128.51999999999998
2025-04-01 13:01:41,Pain,Alimentation,14,17.04,Magasin Tunis,238.56
2025-11-16 16:29:17,Lait,Snacks,18,6.0,Magasin Sousse,108.0
2025-07-01 08:12:28,Chocolat,Alimentation,10,19.47,Magasin Sfax,194.7
2025-05-30 02:30:14,Chocolat,Snacks,1,6.41,Magasin Tunis,6.41
2025-01-17 08:40:02,Lait,Alimentation,1,9.09,Magasin Tunis,9.09
2025-07-21 11:24:20,Thé,Alimentation,7,3.61,Magasin Sfax,25.27
2025-10-30 14:19:41,Chocolat,Alimentation,5,8.64,Magasin Tunis,43.2
2025-08-21 10:44:24,Pain,Boissons,18,9.93,Magasin Tunis,178.74
2025-11-28 00:55:49,Fromage,Snacks,17,11.98,Magasin Sousse,203.66
2025-11-19 13:05:49,Yaourt,Alimentation,14,16.81,Magasin Sfax,235.33999999999997
2025-09-05 00:52:11,Yaourt,Snacks,7,5.6,Magasin Sousse,39.199999999999996
2025-10-10 06:40:37,Lait,Boissons,18,18.32,Magasin Sousse,329.76
2025-12-02 12:50:08,Café,Boissons,18,2.14,Magasin Sousse,38.52
2025-04-01 12:10:26,Fromage,Snacks,17,4.34,Magasin Tunis,73.78
2025-05-18 01:52:52,Biscuits,Snacks,5,10.04,Magasin Sousse,50.199999999999996
2025-07-30 15:50:10,Lait,Boissons,11,3.43,Magasin Sousse,37.730000000000004
2025-06-09 08:29:23,Céréales,Alimentation,13,9.42,Magasin Sfax,122.46
2025-05-29 01:05:39,Chocolat,Boissons,6,16.89,Magasin Sousse,101.34
2025-03-12 18:09:35,Yaourt,Boissons,14,13.96,Magasin Sfax,195.44
2025-09-18 11:57:57,Lait,Boissons,14,10.97,Magasin Sfax,153.58
2025-10-08 21:56:21,Thé,Boissons,5,10.3,Magasin Sousse,51.5
2025-11-26 18:00:33,Pain,Snacks,9,1.96,Magasin Sousse,17.64
2025-01-24 14:35:36,Jus,Snacks,18,2.14,Magasin Sfax,38.52
2025-11-19 13:41:42,Fromage,Snacks,3,17.2,Magasin Sousse,51.599999999999994
2025-01-08 23:27:51,Thé,Boissons,18,4.4,Magasin Tunis,79.2
2025-09-17 06:16:55,Café,Snacks,15,2.93,Magasin Sousse,43.95
2025-11-10 01:42:18,Chocolat,Alimentation,10,2.35,Magasin Tunis,23.5
2025-03-16 06:34:02,Café,Snacks,19,1.57,Magasin Sousse,29.830000000000002
2025-01-25 00:28:34,Biscuits,Alimentation,9,9.93,Magasin Tunis,89.37
2025-01-07 02:24:20,Biscuits,Alimentation,2,9.26,Magasin Sousse,18.52
2025-02-28 20:30:28,Chocolat,Alimentation,12,9.69,Magasin Sfax,116.28
2025-04-04 07:28:30,Pain,Boissons,12,11.06,Magasin Tunis,132.72
2025-11-17 05:34:52,Thé,Snacks,7,14.64,Magasin Sousse,102.48
2025-10-11 11:37:04,Chocolat,Alimentation,6,6.58,Magasin Tunis,39.480000000000004
2025-09-26 02:59:58,Céréales,Alimentation,11,18.47,Magasin Sfax,203.17
2025-08-08 22:17:25,Jus,Alimentation,11,9.29,Magasin Sfax,102.19
2025-09-16 03:04:41,Pain,Alimentation,10,5.85,Magasin Sfax,58.5
2025-01-24 23:41:38,Jus,Alimentation,13,12.13,Magasin Sousse,157.69
2025-12-21 02:12:40,Thé,Alimentation,7,19.64,Magasin Sfax,137.48000000000002
2025-07-27 14:32:02,Yaourt,Snacks,16,13.65,Magasin Sousse,218.4
2025-09-09 21:55:12,Céréales,Snacks,12,15.55,Magasin Sousse,186.60000000000002
2025-06-28 20:06:52,Fromage,Snacks,16,1.61,Magasin Tunis,25.76
2025-08-25 00:55:22,Thé,Boissons,19,5.39,Magasin Sfax,102.41
2025-11-08 06:12:19,Lait,Alimentation,8,12.86,Magasin Sfax,102.88
2025-08-25 18:06:26,Thé,Alimentation,18,7.4,Magasin Sousse,133.20000000000002
2025-09-02 05:45:23,Chocolat,Alimentation,8,19.79,Magasin Sousse,158.32
2025-02-23 05:51:04,Fromage,Snacks,14,18.29,Magasin Tunis,256.06
2025-12-01 08:21:35,Chocolat,Snacks,1,9.47,Magasin Tunis,9.47
2025-04-06 01:38:16,Café,Snacks,12,13.19,Magasin Sfax,158.28
2025-06-26 22:33:54,Yaourt,Boissons,8,8.38,Magasin Sfax,67.04
2025-05-09 00:33:15,Café,Alimentation,18,12.59,Magasin Sfax,226.62
2025-03-16 14:38:43,Jus,Alimentation,2,7.98,Magasin Sfax,15.96
2025-04-20 12:23:02,Café,Snacks,17,18.2,Magasin Tunis,309.4
2025-11-09 16:59:57,Jus,Boissons,6,18.3,Magasin Sfax,109.80000000000001
2025-12-18 15:50:44,Fromage,Snacks,15,8.11,Magasin Sousse,121.64999999999999
2025-01-19 23:09:06,Fromage,Boissons,7,12.33,Magasin Tunis,86.31
2025-11-19 08:37:54,Pain,Boissons,19,5.06,Magasin Sousse,96.13999999999999
2025-12-21 09:53:13,Céréales,Snacks,3,9.47,Magasin Sousse,28.410000000000004
2025-06-17 21:54:22,Jus,Snacks,15,15.41,Magasin Sousse,231.15
2025-02-24 23:23:37,Jus,Alimentation,9,14.36,Magasin Sfax,129.24
2025-06-14 18:50:13,Pain,Boissons,19,8.23,Magasin Sousse,156.37
2025-10-31 10:30:21,Chocolat,Alimentation,2,15.28,Magasin Sousse,30.56
2025-02-06 05:15:51,Thé,Alimentation,10,1.15,Magasin Sousse,11.5
2025-08-19 13:47:26,Thé,Alimentation,19,11.16,Magasin Sousse,212.04
2025-02-10 22:35:42,Thé,Alimentation,8,7.25,Magasin Sfax,58.0
2025-08-03 14:11:43,Pain,Snacks,19,15.75,Magasin Sfax,299.25
2025-03-11 01:38:13,Yaourt,Snacks,9,8.85,Magasin Sfax,79.64999999999999
2025-05-31 10:05:37,Thé,Snacks,1,5.3,Magasin Tunis,5.3
2025-11-14 22:07:01,Yaourt,Boissons,3,10.09,Magasin Tunis,30.27
2025-08-22 22:32:53,Biscuits,Boissons,11,18.11,Magasin Sfax,199.20999999999998
2025-03-22 23:00:51,Thé,Boissons,11,7.57,Magasin Tunis,83.27000000000001
2025-08-07 16:26:41,Pain,Snacks,11,1.49,Magasin Sfax,16.39
2025-02-02 13:01:56,Fromage,Snacks,16,2.22,Magasin Sfax,35.52
2025-12-19 11:48:43,Chocolat,Snacks,16,13.91,Magasin Tunis,222.56
2025-02-24 00:26:38,Thé,Snacks,15,17.08,Magasin Sousse,256.2
2025-01-14 12:24:52,Pain,Boissons,6,15.91,Magasin Tunis,95.46000000000001
2025-03-16 03:09:11,Chocolat,Snacks,10,19.28,Magasin Sousse,192.8
2025-02-27 15:08:48,Pain,Snacks,14,8.5,Magasin Tunis,119.0
2025-05-26 01:22:11,Yaourt,Boissons,1,8.38,Magasin Tunis,8.38
2025-02-09 22:18:02,Céréales,Snacks,17,1.53,Magasin Sousse,26.01
2025-12-08 22:40:57,Lait,Alimentation,8,5.54,Magasin Sfax,44.32
2025-07-03 11:42:53,Thé,Alimentation,3,5.66,Magasin Sfax,16.98
2025-06-07 23:13:52,Thé,Boissons,18,18.67,Magasin Sousse,336.06000000000006
2025-10-04 04:26:35,Pain,Alimentation,3,3.61,Magasin Sfax,10.83
2025-07-20 05:43:39,Fromage,Boissons,17,10.32,Magasin Sfax,175.44
2025-11-29 16:59:52,Biscuits,Alimentation,19,4.63,Magasin Sousse,87.97
2025-10-13 12:53:08,Jus,Snacks,1,7.25,Magasin Sfax,7.25
2025-06-08 20:40:57,Thé,Alimentation,7,17.92,Magasin Sousse,125.44000000000001
2025-04-17 16:24:25,Fromage,Alimentation,2,14.35,Magasin Tunis,28.7
2025-12-29 11:00:29,Yaourt,Alimentation,8,17.15,Magasin Sfax,137.2
2025-08-22 04:43:44,Biscuits,Boissons,7,12.15,Magasin Tunis,85.05
2025-07-08 07:00:09,Thé,Alimentation,4,3.68,Magasin Sousse,14.72
2025-09-29 18:25:49,Jus,Boissons,12,13.4,Magasin Tunis,160.8
2025-12-25 22:50:31,Céréales,Boissons,2,10.8,Magasin Sousse,21.6
2025-04-13 04:43:46,Céréales,Boissons,8,14.01,Magasin Sousse,112.08
2025-04-25 13:07:00,Thé,Boissons,2,15.66,Magasin Sousse,31.32
2025-12-14 22:49:03,Café,Alimentation,15,19.7,Magasin Sousse,295.5
2025-01-07 07:19:57,Chocolat,Boissons,11,3.03,Magasin Tunis,33.33
2025-12-22 13:19:27,Biscuits,Boissons,15,17.16,Magasin Sousse,257.4
2025-04-16 03:33:21,Céréales,Snacks,13,13.63,Magasin Sfax,177.19
2025-01-02 01:28:06,Yaourt,Alimentation,14,10.14,Magasin Sousse,141.96
2025-09-12 08:06:02,Thé,Snacks,9,12.87,Magasin Sousse,115.83
2025-11-05 21:21:54,Biscuits,Snacks,12,8.65,Magasin Sousse,103.80000000000001
2025-11-05 22:55:26,Yaourt,Snacks,7,6.17,Magasin Sfax,43.19
2025-02-20 09:15:52,Chocolat,Snacks,2,2.05,Magasin Sousse,4.1
2025-07-27 08:37:54,Yaourt,Alimentation,15,10.14,Magasin Sfax,152.10000000000002
2025-07-19 00:11:36,Yaourt,Snacks,10,5.33,Magasin Tunis,53.3
2025-11-04 03:50:50,Biscuits,Alimentation,12,12.88,Magasin Tunis,154.56
2025-07-02 11:07:04,Fromage,Alimentation,1,6.74,Magasin Sfax,6.74
2025-10-22 14:57:19,Café,Snacks,17,19.77,Magasin Sousse,336.09
2025-02-02 02:21:22,Biscuits,Alimentation,7,8.73,Magasin Sousse,61.11
2025-01-19 21:58:59,Pain,Snacks,6,10.96,Magasin Sousse,65.76
2025-05-07 08:49:20,Céréales,Alimentation,19,12.55,Magasin Sousse,238.45000000000002
2025-12-12 20:39:06,Jus,Snacks,17,7.3,Magasin Tunis,124.1
2025-12-04 06:21:21,Lait,Boissons,5,3.66,Magasin Sousse,18.3
2025-12-09 06:54:45,Café,Alimentation,7,1.9,Magasin Sousse,13.299999999999999
2025-11-20 02:06:20,Thé,Snacks,12,17.28,Magasin Sfax,207.36
2025-08-28 11:47:01,Céréales,Alimentation,18,8.74,Magasin Tunis,157.32
2025-12-20 01:13:13,Biscuits,Alimentation,1,7.4,Magasin Tunis,7.4
2025-12-26 22:15:59,Thé,Snacks,3,11.94,Magasin Tunis,35.82
2025-10-17 10:31:37,Café,Snacks,5,19.36,Magasin Tunis,96.8
2025-02-16 14:38:07,Lait,Alimentation,15,10.45,Magasin Tunis,156.75
2025-01-14 13:16:22,Thé,Snacks,6,2.94,Magasin Sousse,17.64
2025-11-29 20:09:33,Jus,Snacks,2,17.36,Magasin Sousse,34.72
2025-02-14 09:19:35,Biscuits,Snacks,18,9.53,Magasin Sousse,171.54
2025-10-22 02:26:55,Biscuits,Alimentation,15,15.49,Magasin Tunis,232.35
2025-11-12 01:15:55,Pain,Alimentation,3,2.74,Magasin Tunis,8.22
2025-07-07 14:19:57,Lait,Alimentation,5,13.29,Magasin Sfax,66.44999999999999
2025-05-14 12:26:51,Biscuits,Boissons,3,12.64,Magasin Tunis,37.92
2025-05-04 17:48:38,Thé,Snacks,15,17.37,Magasin Tunis,260.55
2025-03-02 18:45:24,Chocolat,Snacks,1,4.35,Magasin Sfax,4.35
2025-04-21 06:21:15,Chocolat,Boissons,12,8.44,Magasin Sfax,101.28
2025-03-01 23:35:23,Fromage,Alimentation,3,17.36,Magasin Sousse,52.08
2025-02-11 12:08:02,Jus,Snacks,14,8.29,Magasin Sfax,116.05999999999999
2025-12-26 09:43:45,Fromage,Alimentation,10,6.58,Magasin Tunis,65.8
2025-09-21 09:28:45,Fromage,Alimentation,4,1.55,Magasin Tunis,6.2
2025-06-08 04:35:48,Jus,Boissons,16,14.89,Magasin Sfax,238.24
2025-10-12 23:11:28,Thé,Alimentation,3,2.87,Magasin Tunis,8.61
2025-01-28 17:48:26,Chocolat,Boissons,19,3.9,Magasin Sfax,74.1
2025-10-19 06:15:02,Céréales,Alimentation,9,18.87,Magasin Tunis,169.83
2025-09-12 12:06:26,Céréales,Boissons,11,6.08,Magasin Tunis,66.88
2025-01-21 08:30:40,Yaourt,Snacks,14,13.66,Magasin Sousse,191.24
2025-08-09 17:48:02,Yaourt,Snacks,14,19.52,Magasin Sfax,273.28
2025-09-28 09:13:05,Chocolat,Alimentation,1,6.08,Magasin Sfax,6.08
2025-12-21 22:18:33,Café,Boissons,4,10.6,Magasin Sousse,42.4
2025-10-24 13:19:25,Café,Snacks,13,17.47,Magasin Tunis,227.10999999999999
2025-11-11 03:26:38,Fromage,Snacks,1,17.27,Magasin Sfax,17.27
2025-12-22 09:31:20,Jus,Snacks,7,15.88,Magasin Tunis,111.16000000000001
2025-08-28 23:11:48,Fromage,Snacks,1,13.28,Magasin Sousse,13.28
2025-08-30 21:00:31,Jus,Boissons,8,10.62,Magasin Tunis,84.96
2025-01-12 09:18:10,Café,Snacks,1,13.14,Magasin Tunis,13.14
2025-02-10 23:35:45,Thé,Boissons,1,9.2,Magasin Tunis,9.2
2025-09-10 00:09:40,Lait,Boissons,16,17.98,Magasin Tunis,287.68
2025-06-15 17:58:49,Thé,Alimentation,16,12.28,Magasin Sfax,196.48
2025-12-01 03:52:27,Thé,Boissons,17,9.03,Magasin Tunis,153.51
2025-08-11 21:32:42,Biscuits,Boissons,12,5.27,Magasin Sousse,63.239999999999995
2025-07-13 13:36:33,Biscuits,Snacks,14,18.93,Magasin Tunis,265.02
